user_id,comment,date,label
112,What a stupid video I hated it.,2023-11-22,disallow
113,I can't wait to show this to my little brother!,2023-11-22,allow
114,You’re an idiot for making this.,2023-11-22,disallow
115,This is perfect for my kids to watch before bed.,2023-11-22,allow
116,Why are you showing this trash to children?,2023-11-22,disallow
117,My daughter loves your videos!,2023-11-22,allow
118,This is so boring it’s putting me to sleep.,2023-11-22,disallow
119,This was the best video ever!,2023-11-22,allow
120,Your content is complete rubbish.,2023-11-22,disallow
121,The songs in this video are so catchy!,2023-11-22,allow
122,This video is so dumb who even watches this?,2023-11-22,disallow
123,I’m learning so much from this video!,2023-11-22,allow
124,This video is a joke not funny at all.,2023-11-22,disallow
125,Your videos always teach me new things!,2023-11-22,allow
126,This is the worst video I’ve ever seen.,2023-11-22,disallow
127,What a creative way to tell a story!,2023-11-22,allow
128,This is so stupid what’s wrong with you?,2023-11-22,disallow
129,My kids want to watch this again and again!,2023-11-22,allow
130,This content is trash please stop making videos.,2023-11-22,disallow
131,I love the characters in this video!,2023-11-22,allow
132,This video makes me sick.,2023-11-22,disallow
133,Thank you for making such a nice video!,2023-11-22,allow
134,This is the dumbest thing I’ve ever seen.,2023-11-22,disallow
135,My little sister enjoyed this so much!,2023-11-22,allow
136,This video is garbage can’t believe people watch this.,2023-11-22,disallow
137,What a fun video to watch with the family!,2023-11-22,allow
138,This video is just a waste of time.,2023-11-22,disallow
139,I learned a new song from this video!,2023-11-22,allow
140,This is so annoying stop making videos!,2023-11-22,disallow
141,This is such a fun video to dance to!,2023-11-22,allow
142,This video is trash don’t watch it.,2023-11-22,disallow
143,What a great video for kids!,2023-11-22,allow
144,This is the worst video ever.,2023-11-22,disallow
145,My son learned a lot from this video!,2023-11-22,allow
146,Why would anyone waste their time watching this?,2023-11-22,disallow
147,I love the message this video sends!,2023-11-22,allow
148,This video is so annoying.,2023-11-22,disallow
149,What a great educational video!,2023-11-22,allow
150,This video is so dumb I hate it.,2023-11-22,disallow
151,My kids love watching your videos!,2023-11-22,allow
152,This video is so annoying.,2023-11-22,disallow
153,This is perfect for children to watch!,2023-11-22,allow
154,This video is just plain stupid.,2023-11-22,disallow
155,I’m so glad I found this video for my kids!,2023-11-22,allow
156,This is the dumbest thing I’ve ever seen.,2023-11-22,disallow
157,Such a cute video my kids loved it!,2023-11-22,allow
158,This video sucks don’t waste your time.,2023-11-22,disallow
159,What a wonderful video for children!,2023-11-22,allow
160,This is the worst video I’ve seen in a while.,2023-11-22,disallow
161,My kids can’t stop singing the songs from this video!,2023-11-22,allow
162,This video is so dumb.,2023-11-22,disallow
163,I love how this video teaches good values!,2023-11-22,allow
164,This video is complete trash.,2023-11-22,disallow
165,This is the perfect video for kids!,2023-11-22,allow
166,This video is so boring I can’t believe I watched it.,2023-11-22,disallow
167,What a fun and educational video!,2023-11-22,allow
168,This video is just plain stupid.,2023-11-22,disallow
169,My kids want to watch this video every day!,2023-11-22,allow
170,This video is so annoying.,2023-11-22,disallow
171,I love the positive message in this video!,2023-11-22,allow
172,This video is trash don’t watch it.,2023-11-22,disallow
173,What a great video to watch with the family!,2023-11-22,allow
174,This is the dumbest thing I’ve ever seen.,2023-11-22,disallow
175,This video is perfect for kids!,2023-11-22,allow
176,This video is so dumb I hate it.,2023-11-22,disallow
177,What a great video to watch with my kids!,2023-11-22,allow
178,This is so boring I can’t believe people watch this.,2023-11-22,disallow
179,My daughter loves this video!,2023-11-22,allow
180,This video is just a waste of time.,2023-11-22,disallow
181,What a fun and educational video!,2023-11-22,allow
182,This is so stupid why did I watch this?,2023-11-22,disallow
183,My kids can’t get enough of this video!,2023-11-22,allow
184,This video is trash don’t watch it.,2023-11-22,disallow
185,I love the characters in this video!,2023-11-22,allow
186,This video is garbage can’t believe people watch this.,2023-11-22,disallow
187,This video is so much fun!,2023-11-22,allow
188,This is so stupid what’s wrong with you?,2023-11-22,disallow
189,My kids love your videos!,2023-11-22,allow
190,This video makes me sick.,2023-11-22,disallow
191,This is such a cute video!,2023-11-22,allow
192,This is the worst video I’ve ever seen.,2023-11-22,disallow
193,My little sister can’t stop watching this!,2023-11-22,allow
194,This video is just a waste of time.,2023-11-22,disallow
195,What a great video for children!,2023-11-22,allow
196,This is so dumb why did I watch this?,2023-11-22,disallow
197,My son loves this video!,2023-11-22,allow
198,This video is so annoying.,2023-11-22,disallow
199,This is such a fun video!,2023-11-22,allow
200,This video is trash don’t watch it.,2023-11-22,disallow
206,What a wonderful video for kids!,2023-11-22,allow
207,This video is so dumb I hate it.,2023-11-22,disallow
207,This was so exciting to watch!,2023-10-18,allow
208,This video is so stupid it’s painful to watch.,2024-01-05,disallow
209,My kids are obsessed with this video!,2023-12-12,allow
210,I can’t believe how bad this video is.,2023-09-29,disallow
211,Such a great way to teach kids new things!,2024-02-25,allow
212,This video is a total waste of time.,2023-08-03,disallow
213,We’ve watched this video five times already!,2023-07-15,allow
214,Why is this garbage recommended to kids?,2024-03-10,disallow
215,This video is so cute!,2023-11-27,allow
216,You should stop making videos like this.,2024-05-03,disallow
217,This was perfect for my kids!,2023-06-02,allow
218,This is the dumbest video ever.,2023-11-09,disallow
219,My son can’t get enough of this video!,2023-12-25,allow
220,This video is trash who would watch this?,2023-09-15,disallow
221,I love the message in this video!,2024-01-19,allow
222,What a pointless video.,2023-10-04,disallow
223,This video made my day!,2024-03-22,allow
224,This is the most boring video I’ve ever seen.,2023-08-14,disallow
225,My kids ask to watch this every day!,2023-12-03,allow
226,This video is so annoying I can’t stand it.,2024-05-14,disallow
227,What a fun video for children!,2023-07-08,allow
228,This video is just dumb.,2023-06-23,disallow
229,My daughter loves the characters in this video!,2023-09-12,allow
230,This is such a waste of time.,2024-01-31,disallow
231,This video is a family favorite!,2023-10-01,allow
232,This video is complete trash.,2023-12-18,disallow
233,I’m so happy I found this video for my kids!,2023-11-05,allow
234,This video is so dumb I hate it.,2024-02-03,disallow
235,My little sister can’t stop watching this!,2023-09-22,allow
236,This video is a joke not funny at all.,2023-12-29,disallow
237,What a great video for kids!,2023-07-26,allow
238,This is the worst video I’ve ever seen.,2024-01-08,disallow
239,My son learned so much from this video!,2023-08-20,allow
240,This video is so annoying I can’t watch it.,2024-02-11,disallow
241,I love the songs in this video!,2023-12-14,allow
242,This video is just dumb.,2024-03-17,disallow
243,My daughter can’t get enough of this video!,2023-09-09,allow
244,This video is trash why does it even exist?,2023-10-22,disallow
245,What a fun and educational video!,2024-04-25,allow
246,This video is just a waste of time.,2024-03-06,disallow
247,My kids love your videos!,2023-06-19,allow
248,This video is complete garbage.,2023-08-01,disallow
249,What a creative video!,2023-11-14,allow
250,This video is trash don’t watch it.,2023-09-27,disallow
251,My kids love the characters in this video!,2023-12-01,allow
252,This video is so boring.,2024-02-14,disallow
253,What a great video to watch with kids!,2023-10-30,allow
254,This is the dumbest thing I’ve ever seen.,2024-05-20,disallow
255,My kids are singing along to this video!,2023-07-20,allow
256,This video is so annoying I can’t stand it.,2024-03-30,disallow
257,What a wonderful video for children!,2023-11-01,allow
258,This video is trash why do people watch this?,2023-09-05,disallow
259,My son loves this video!,2024-02-22,allow
260,This video is a complete waste of time.,2023-08-23,disallow
261,What a fun and creative video!,2023-07-12,allow
262,This video is so dumb I can’t believe people watch it.,2024-01-26,disallow
263,My kids can’t get enough of this video!,2023-10-12,allow
264,This video is so boring I can’t stand it.,2024-04-09,disallow
265,This is the perfect video for children!,2023-12-21,allow
266,This video is just plain stupid.,2024-03-12,disallow
267,My daughter loves watching your videos!,2023-06-10,allow
268,This video is so dumb why does it even exist?,2023-08-17,disallow
269,What a great educational video!,2024-05-07,allow
270,This is the worst video I’ve ever seen.,2023-11-11,disallow
271,My kids ask to watch this video every day!,2024-01-13,allow
272,This video is so annoying I hate it.,2023-07-31,disallow
273,I love the characters in this video!,2024-03-27,allow
274,This video is trash don’t waste your time.,2023-09-19,disallow
275,What a wonderful video for children!,2023-06-05,allow
276,This video is complete trash who watches this?,2023-10-09,disallow
277,My kids can’t stop watching this video!,2024-02-28,allow
278,This video is so dumb it’s painful to watch.,2023-12-09,disallow
279,What a great video for children!,2023-08-07,allow
280,This video is trash why does it even exist?,2024-05-10,disallow
281,My kids love this video!,2023-10-25,allow
282,This video is so boring I can’t stand it.,2023-11-22,disallow
283,What a fun and educational video!,2024-02-07,allow
284,This video is so annoying I can’t watch it.,2023-12-05,disallow
285,I’m so glad I found this video for my kids!,2023-07-23,allow
286,This video is complete garbage.,2024-03-15,disallow
287,My daughter loves the songs in this video!,2023-06-14,allow
288,This video is so dumb I hate it.,2024-01-22,disallow
289,What a great video for children!,2023-09-01,allow
290,This video is trash don’t waste your time.,2024-05-01,disallow
291,My son loves this video!,2023-12-16,allow
292,This video is so boring I can’t believe I watched it.,2023-08-05,disallow
293,What a fun and creative video!,2024-02-18,allow
294,This video is so dumb why do people watch it?,2023-07-29,disallow
295,My kids ask to watch this video every day!,2024-03-03,allow
296,This video is so annoying I can’t watch it.,2023-10-07,disallow
297,What a wonderful video for children!,2023-11-25,allow
298,This video is complete garbage who watches this?,2023-09-16,disallow
299,My kids love your videos!,2023-06-21,allow
300,This video is so dumb I can’t believe people watch it.,2024-01-02,disallow
301,This video is a family favorite!,2023-07-17,allow
302,This is the worst video I’ve ever seen.,2024-04-07,disallow
303,My daughter can’t get enough of this video!,2023-12-23,allow
304,This video is so boring I hate it.,2023-08-27,disallow
305,What a great video to watch with kids!,2024-02-25,allow
306,This video is trash,2024-02-25,disallow
307,This video was so much fun for the kids,2024-01-12,allow
308,This is the worst video I have ever seen,2023-08-25,disallow
309,My kids absolutely love this video,2023-12-07,allow
310,This video is complete garbage,2023-09-03,disallow
311,What a delightful video for children,2024-04-01,allow
312,This is such a boring video,2023-11-17,disallow
313,My daughter could not stop watching this,2023-10-05,allow
314,This video is just awful,2024-05-22,disallow
315,The kids enjoyed this so much,2023-06-18,allow
316,I cannot believe how bad this video is,2023-07-13,disallow
317,This was perfect for our family movie night,2024-03-29,allow
318,This video was a waste of time,2023-08-11,disallow
319,The kids keep asking to watch this,2023-09-08,allow
320,This video is incredibly stupid,2024-01-30,disallow
321,Such a cute video for kids,2024-04-21,allow
322,This video is so bad it is painful to watch,2023-12-26,disallow
323,My son learned a lot from this video,2024-02-13,allow
324,This is the dumbest video ever made,2023-10-15,disallow
325,My kids really loved this one,2023-11-28,allow
326,This video is beyond terrible,2023-09-14,disallow
327,The songs in this video are so fun,2024-05-05,allow
328,This is such a waste of time,2023-07-02,disallow
329,My kids were glued to the screen,2023-12-11,allow
330,This video is just plain stupid,2023-10-20,disallow
331,The kids really enjoyed this video,2024-03-09,allow
332,This video is so boring I could not finish it,2023-08-19,disallow
333,My daughter asks to watch this every day,2024-01-25,allow
334,This video is absolutely terrible,2024-04-10,disallow
335,Such a wonderful video for children,2023-09-30,allow
336,This is the most boring video I have seen,2023-06-12,disallow
337,My kids cannot get enough of this video,2024-02-04,allow
338,This video is so bad I cannot stand it,2023-12-30,disallow
339,The whole family loved this video,2024-03-15,allow
340,This video is a complete waste,2023-11-08,disallow
341,My son really enjoyed this one,2023-10-17,allow
342,This video is dumb and pointless,2024-05-17,disallow
343,My kids keep talking about this video,2023-07-07,allow
344,This video is so annoying,2023-08-21,disallow
345,What a fantastic video for kids,2023-09-26,allow
346,This video is so bad it hurts,2024-01-14,disallow
347,My daughter loved this so much,2024-04-16,allow
348,This video is just plain awful,2023-12-04,disallow
349,The kids had so much fun watching this,2023-10-24,allow
350,This video is a waste of time,2023-09-02,disallow
351,What a great video for children,2024-03-24,allow
352,This video is so dumb I cannot believe it,2023-08-09,disallow
353,My kids enjoyed this so much,2023-11-04,allow
354,This video is so boring I fell asleep,2024-05-09,disallow
355,The kids had a blast watching this,2023-07-25,allow
356,This video is just terrible,2023-12-29,disallow
357,My son could not stop laughing at this video,2024-02-27,allow
358,This is the dumbest video I have ever seen,2023-06-16,disallow
359,The kids want to watch this again and again,2023-09-11,allow
360,This video is so bad it is unwatchable,2024-03-02,disallow
361,The whole family enjoyed this video,2024-01-18,allow
362,This video is a waste of everyone’s time,2023-11-13,disallow
363,What a great and fun video for kids,2023-10-02,allow
364,This video is so stupid,2023-08-29,disallow
365,My kids loved the characters in this,2024-04-23,allow
366,This is such a boring video,2024-02-09,disallow
367,My daughter could not stop smiling while watching this,2023-07-19,allow
368,This video is so bad I regret watching it,2023-09-21,disallow
369,The kids were captivated by this video,2024-05-15,allow
370,This video is so dumb it is not worth watching,2023-12-19,disallow
371,What a delightful and educational video,2024-01-06,allow
372,This video is terrible do not waste your time,2023-08-27,disallow
373,My kids learned so much from this,2024-03-31,allow
374,This video is just plain dumb,2023-10-27,disallow
375,The kids were so excited to watch this,2023-09-04,allow
376,This video is so annoying I cannot stand it,2024-04-06,disallow
377,My daughter loves this video so much,2024-02-21,allow
378,This video is completely pointless,2023-11-21,disallow
379,The kids could not get enough of this,2023-07-03,allow
380,This video is so bad I could not finish it,2023-12-08,disallow
381,My son has watched this video five times already,2024-03-12,allow
382,This video is just awful and boring,2023-10-11,disallow
383,The kids were so happy to watch this,2023-08-15,allow
384,This video is so dumb I cannot believe it exists,2023-09-28,disallow
385,My daughter keeps asking to watch this video,2024-05-13,allow
386,This video is a total waste of time,2024-01-09,disallow
387,The whole family had fun watching this,2024-03-26,allow
388,This video is so boring I cannot believe it,2023-07-28,disallow
389,The kids loved the songs in this video,2023-12-14,allow
390,This video is complete trash,2024-04-19,disallow
391,My kids enjoyed this video a lot,2023-10-31,allow
392,This video is so dumb it is unwatchable,2024-02-06,disallow
393,The kids had a great time watching this,2023-11-29,allow
394,This video is so boring I cannot stand it,2023-08-13,disallow
395,My son loves the characters in this video,2024-01-03,allow
396,This video is the worst thing I have seen,2023-09-24,disallow
397,The kids could not stop laughing at this video,2024-03-16,allow
398,This video is so dumb I cannot believe people watch it,2023-07-30,disallow
399,My daughter keeps singing the songs from this video,2024-05-25,allow
400,This video is a complete waste of time,2023-12-28,disallow
401,The whole family loves this video,2023-10-19,allow
402,This video is so bad I cannot believe it,2024-02-03,disallow
403,My kids had so much fun watching this,2023-11-24,allow
404,This video is just terrible,2023-08-04,disallow
405,My son learned so much from this video,2023-09-18,allow
406,This video is so boring I fell asleep,2024-01-29,disallow
407,The kids were entertained the whole time,2024-03-05,allow
408,This video is dumb and pointless,2023-07-17,disallow
